latitude,longitude,location,town,country
31.76,116.53,"('Luan Shi', 'China')",Luan Shi,China
31.76,117.31,"('Hefei', 'China')",Hefei,China
31.76,119.55,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.76,119.57,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.76,119.6,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.76,119.74,"('Changzhou', 'China')",Changzhou,China
31.76,119.91,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.77,106.87,"('Bazhong', 'China')",Bazhong,China
31.77,119.93,"('Changzhou', 'China')",Changzhou,China
31.78,104.73,"('Mianyang Shi', 'China')",Mianyang Shi,China
31.78,104.74,"('Mianyang Shi', 'China')",Mianyang Shi,China
31.78,117.2,"('Hefei Shi', 'China')",Hefei Shi,China
31.78,117.21,"('Hefei Shi', 'China')",Hefei Shi,China
31.78,119.93,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.78,119.94,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.78,119.95,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.78,119.96,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.78,120.54,"('Wuxi', 'China')",Wuxi,China
31.79,104.74,"('Mianyang Shi', 'China')",Mianyang Shi,China
31.79,117.23,"('Hefei', 'China')",Hefei,China
31.79,119.01,"('Zhenjiang', 'China')",Zhenjiang,China
31.79,119.93,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.79,119.95,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.79,119.97,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.79,119.99,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.79,121.63,"('Nantong', 'China')",Nantong,China
31.8,104.74,"('Mianyang Shi', 'China')",Mianyang Shi,China
31.8,117.28,"('Hefei', 'China')",Hefei,China
31.8,119.97,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.8,120.51,"('Wuxi Shi', 'China')",Wuxi Shi,China
31.81,117.22,"('Hefei Shi', 'China')",Hefei Shi,China
31.81,117.24,"('Hefei Shi', 'China')",Hefei Shi,China
31.81,118.96,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.81,119.89,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.81,120.51,"('Wuxi', 'China')",Wuxi,China
31.81,120.69,"('Suzhou Shi', 'China')",Suzhou Shi,China
31.82,117.27,"('Hefei', 'China')",Hefei,China
31.82,117.68,"('Hefei', 'China')",Hefei,China
31.82,118.57,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.83,117.18,"('Hefei', 'China')",Hefei,China
31.83,117.23,"('Hefei', 'China')",Hefei,China
31.83,117.24,"('Hefei Shi', 'China')",Hefei Shi,China
31.83,117.26,"('Hefei', 'China')",Hefei,China
31.83,117.27,"('Hefei Shi', 'China')",Hefei Shi,China
31.83,117.29,"('Hefei', 'China')",Hefei,China
31.83,117.3,"('Hefei', 'China')",Hefei,China
31.83,119.88,"('Changzhou', 'China')",Changzhou,China
31.83,119.89,"('Changzhou', 'China')",Changzhou,China
31.83,119.97,"('Changzhou', 'China')",Changzhou,China
31.83,119.99,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.83,120.11,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.84,106.77,"('Bazhong Shi', 'China')",Bazhong Shi,China
31.84,117.02,"('Hefei', 'China')",Hefei,China
31.84,117.25,"('Hefei', 'China')",Hefei,China
31.84,117.27,"('Hefei', 'China')",Hefei,China
31.84,117.3,"('Hefei Shi', 'China')",Hefei Shi,China
31.84,119.89,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.84,119.92,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.84,119.93,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.84,120.32,"('Wuxi', 'China')",Wuxi,China
31.84,120.56,"('Suzhou Shi', 'China')",Suzhou Shi,China
31.85,117.29,"('Hefei Shi', 'China')",Hefei Shi,China
31.85,117.3,"('Hefei Shi', 'China')",Hefei Shi,China
31.85,118.98,"('Nanjing', 'China')",Nanjing,China
31.85,119.92,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.85,120.01,"('Wuxi', 'China')",Wuxi,China
31.86,117.12,"('Hefei Shi', 'China')",Hefei Shi,China
31.86,117.21,"('Hefei Shi', 'China')",Hefei Shi,China
31.86,117.28,"('Hefei', 'China')",Hefei,China
31.86,117.29,"('Hefei Shi', 'China')",Hefei Shi,China
31.86,117.46,"('Hefei', 'China')",Hefei,China
31.86,120.08,"('Wuxi', 'China')",Wuxi,China
31.87,117.2,"('Hefei', 'China')",Hefei,China
31.87,117.21,"('Hefei', 'China')",Hefei,China
31.87,117.28,"('Hefei Shi', 'China')",Hefei Shi,China
31.87,117.29,"('Hefei', 'China')",Hefei,China
31.87,118.71,"('Nanjing', 'China')",Nanjing,China
31.87,120.08,"('Wuxi', 'China')",Wuxi,China
31.87,121.16,"('Nantong', 'China')",Nantong,China
31.88,104.77,"('Mianyang', 'China')",Mianyang,China
31.88,117.27,"('Hefei', 'China')",Hefei,China
31.88,117.29,"('Hefei Shi', 'China')",Hefei Shi,China
31.88,117.3,"('Hefei Shi', 'China')",Hefei Shi,China
31.88,117.31,"('Hefei', 'China')",Hefei,China
31.88,117.33,"('Hefei', 'China')",Hefei,China
31.88,117.34,"('Hefei Shi', 'China')",Hefei Shi,China
31.88,118.81,"('Nanjing', 'China')",Nanjing,China
31.88,120.6,"('Suzhou', 'China')",Suzhou,China
31.89,104.79,"('Mianyang', 'China')",Mianyang,China
31.89,117.3,"('Hefei', 'China')",Hefei,China
31.89,117.32,"('Hefei Shi', 'China')",Hefei Shi,China
31.89,117.33,"('Hefei', 'China')",Hefei,China
31.89,117.34,"('Hefei Shi', 'China')",Hefei Shi,China
31.89,117.46,"('Hefei', 'China')",Hefei,China
31.89,118.83,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.89,118.88,"('Nanjing', 'China')",Nanjing,China
31.89,119.01,"('Nanjing', 'China')",Nanjing,China
31.89,120.29,"('Wuxi Shi', 'China')",Wuxi Shi,China
31.9,117.28,"('Hefei', 'China')",Hefei,China
31.9,117.32,"('Hefei Shi', 'China')",Hefei Shi,China
31.9,118.77,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.9,118.78,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.9,118.79,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.9,120.18,"('Wuxi', 'China')",Wuxi,China
31.9,120.21,"('Wuxi Shi', 'China')",Wuxi Shi,China
31.9,120.39,"('Wuxi', 'China')",Wuxi,China
31.91,107.25,"('Bazhong Shi', 'China')",Bazhong Shi,China
31.91,118.86,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.91,120.24,"('Wuxi Shi', 'China')",Wuxi Shi,China
31.91,120.27,"('Wuxi Shi', 'China')",Wuxi Shi,China
31.91,120.3,"('Wuxi Shi', 'China')",Wuxi Shi,China
31.92,118.83,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.92,118.88,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.92,120.27,"('Wuxi Shi', 'China')",Wuxi Shi,China
31.92,120.28,"('Wuxi Shi', 'China')",Wuxi Shi,China
31.93,117.27,"('Hefei Shi', 'China')",Hefei Shi,China
31.93,117.38,"('Hefei', 'China')",Hefei,China
31.93,121.32,"('Nantong Shi', 'China')",Nantong Shi,China
31.93,121.33,"('Nantong Shi', 'China')",Nantong Shi,China
31.94,117.19,"('Hefei', 'China')",Hefei,China
31.94,118.74,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.94,118.84,"('Nanjing', 'China')",Nanjing,China
31.94,121.6,"('Nantong', 'China')",Nantong,China
31.95,118.78,"('Nanjing', 'China')",Nanjing,China
31.95,118.81,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.95,118.83,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.95,118.84,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.95,118.87,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.96,104.98,"('Mianyang', 'China')",Mianyang,China
31.96,118.74,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.96,118.81,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.96,118.83,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.96,118.87,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.96,119.16,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
31.96,119.17,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
31.97,105.07,"('Mianyang Shi', 'China')",Mianyang Shi,China
31.97,118.72,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.97,118.76,"('Nanjing', 'China')",Nanjing,China
31.97,118.79,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.97,118.85,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.97,118.87,"('Nanjing', 'China')",Nanjing,China
31.97,119.92,"('Changzhou Shi', 'China')",Changzhou Shi,China
31.98,117.26,"('Hefei Shi', 'China')",Hefei Shi,China
31.98,118.72,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.98,118.74,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.98,118.76,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.98,118.78,"('Nanjing', 'China')",Nanjing,China
31.98,118.79,"('Nanjing Shi', 'China')",Nanjing Shi,China
31.98,120.68,"('Suzhou Shi', 'China')",Suzhou Shi,China
31.98,121.06,"('Nantong', 'China')",Nantong,China
31.99,118.78,"('Nanjing', 'China')",Nanjing,China
31.99,120.87,"('Nantong Shi', 'China')",Nantong Shi,China
32.0,118.78,"('Nanjing', 'China')",Nanjing,China
32.0,118.79,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.0,118.84,"('Nanjing', 'China')",Nanjing,China
32.0,119.59,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.0,119.73,"('Zhenjiang', 'China')",Zhenjiang,China
32.0,120.25,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.01,112.09,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.01,118.76,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.01,119.55,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.01,119.56,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.01,119.86,"('Changzhou Shi', 'China')",Changzhou Shi,China
32.01,120.82,"('Nantong Shi', 'China')",Nantong Shi,China
32.01,120.85,"('Nantong Shi', 'China')",Nantong Shi,China
32.01,120.86,"('Nantong Shi', 'China')",Nantong Shi,China
32.02,107.57,"('Bazhong', 'China')",Bazhong,China
32.02,111.99,"('Xiangyang', 'China')",Xiangyang,China
32.02,117.99,"('Chuzhou', 'China')",Chuzhou,China
32.02,118.72,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.02,118.74,"('Nanjing', 'China')",Nanjing,China
32.02,118.76,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.02,118.77,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.02,118.78,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.02,118.79,"('Nanjing', 'China')",Nanjing,China
32.02,118.85,"('Nanjing', 'China')",Nanjing,China
32.02,119.59,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.02,120.35,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.02,120.85,"('Nantong', 'China')",Nantong,China
32.02,120.88,"('Nantong', 'China')",Nantong,China
32.03,112.17,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.03,118.73,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.03,118.74,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.03,118.75,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.03,118.77,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.03,118.78,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.03,118.82,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.03,118.83,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.03,118.84,"('Nanjing', 'China')",Nanjing,China
32.03,119.73,"('Zhenjiang', 'China')",Zhenjiang,China
32.03,120.26,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.03,120.85,"('Nantong Shi', 'China')",Nantong Shi,China
32.04,105.1,"('Mianyang Shi', 'China')",Mianyang Shi,China
32.04,112.13,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.04,112.14,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.04,118.73,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.04,118.74,"('Nanjing', 'China')",Nanjing,China
32.04,118.75,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.04,118.77,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.04,118.78,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.04,118.79,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.04,118.82,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.04,118.91,"('Nanjing', 'China')",Nanjing,China
32.04,120.21,"('Taizhou', 'China')",Taizhou,China
32.04,120.84,"('Nantong', 'China')",Nantong,China
32.04,120.98,"('Nantong Shi', 'China')",Nantong Shi,China
32.05,112.1,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.05,112.13,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.05,112.15,"('Xiangyang', 'China')",Xiangyang,China
32.05,118.72,"('Nanjing', 'China')",Nanjing,China
32.05,118.73,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.05,118.77,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.05,118.78,"('Nanjing', 'China')",Nanjing,China
32.05,118.79,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.05,118.8,"('Nanjing', 'China')",Nanjing,China
32.05,118.83,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.05,120.39,"('Taizhou', 'China')",Taizhou,China
32.05,120.97,"('Nantong', 'China')",Nantong,China
32.05,121.37,"('Nantong', 'China')",Nantong,China
32.05,121.72,"('Nantong', 'China')",Nantong,China
32.06,118.73,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.06,118.74,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.06,118.76,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.06,118.77,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.06,118.79,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.06,118.84,"('Nanjing', 'China')",Nanjing,China
32.06,121.36,"('Nantong Shi', 'China')",Nantong Shi,China
32.07,108.04,"('Dazhou Shi', 'China')",Dazhou Shi,China
32.07,112.15,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.07,118.4,"('Nanjing', 'China')",Nanjing,China
32.07,118.66,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.07,118.76,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.07,118.78,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.07,119.0,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.08,118.77,"('Nanjing', 'China')",Nanjing,China
32.08,118.8,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.08,119.35,"('Zhenjiang', 'China')",Zhenjiang,China
32.09,112.16,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.09,112.19,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.09,118.75,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.09,118.77,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.09,118.78,"('Nanjing', 'China')",Nanjing,China
32.09,118.79,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.09,118.8,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.09,118.82,"('Nanjing', 'China')",Nanjing,China
32.09,118.83,"('Nanjing', 'China')",Nanjing,China
32.09,118.86,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.09,118.88,"('Nanjing', 'China')",Nanjing,China
32.09,118.9,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.09,118.91,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.09,119.69,"('Zhenjiang', 'China')",Zhenjiang,China
32.1,114.07,"('Xinyang', 'China')",Xinyang,China
32.1,114.1,"('Xinyang Shi', 'China')",Xinyang Shi,China
32.1,118.74,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.1,118.76,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.11,114.07,"('Xinyang', 'China')",Xinyang,China
32.11,114.08,"('Xinyang Shi', 'China')",Xinyang Shi,China
32.11,118.7,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.11,118.8,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.11,118.81,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.11,118.95,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.11,119.7,"('Zhenjiang', 'China')",Zhenjiang,China
32.12,112.51,"('Xiangyang', 'China')",Xiangyang,China
32.12,112.74,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.12,112.77,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.12,114.07,"('Xinyang Shi', 'China')",Xinyang Shi,China
32.12,115.06,"('Xinyang', 'China')",Xinyang,China
32.12,118.67,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.12,118.73,"('Nanjing', 'China')",Nanjing,China
32.12,118.78,"('Nanjing', 'China')",Nanjing,China
32.12,118.85,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.12,118.88,"('Nanjing', 'China')",Nanjing,China
32.12,118.91,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.12,119.01,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.12,119.41,"('Zhenjiang', 'China')",Zhenjiang,China
32.13,112.74,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.13,114.09,"('Xinyang', 'China')",Xinyang,China
32.13,118.87,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.13,118.95,"('Nanjing', 'China')",Nanjing,China
32.13,119.44,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.14,111.81,"('Xiangyang', 'China')",Xiangyang,China
32.14,114.08,"('Xinyang Shi', 'China')",Xinyang Shi,China
32.14,118.7,"('Nanjing', 'China')",Nanjing,China
32.14,118.72,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.14,118.74,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.14,118.75,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.14,118.88,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.14,120.19,"('Taizhou', 'China')",Taizhou,China
32.15,114.09,"('Xinyang', 'China')",Xinyang,China
32.15,118.72,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.15,118.86,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.16,111.82,"('Xiangyang', 'China')",Xiangyang,China
32.16,118.7,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.16,118.93,"('Nanjing', 'China')",Nanjing,China
32.18,119.25,"('Zhenjiang', 'China')",Zhenjiang,China
32.18,119.85,"('Zhenjiang', 'China')",Zhenjiang,China
32.18,119.87,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.18,119.88,"('Zhenjiang', 'China')",Zhenjiang,China
32.18,120.01,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.19,119.43,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.19,119.67,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.19,119.76,"('Zhenjiang', 'China')",Zhenjiang,China
32.19,119.87,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.2,114.53,"('Xinyang Shi', 'China')",Xinyang Shi,China
32.2,115.64,"('Xinyang', 'China')",Xinyang,China
32.2,119.43,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.21,119.43,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.21,119.45,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.21,119.47,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.21,120.18,"('Taizhou', 'China')",Taizhou,China
32.22,118.73,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.22,119.81,"('Zhenjiang Shi', 'China')",Zhenjiang Shi,China
32.22,120.21,"('Taizhou', 'China')",Taizhou,China
32.22,120.97,"('Nantong Shi', 'China')",Nantong Shi,China
32.23,110.23,"('Shiyan Shi', 'China')",Shiyan Shi,China
32.23,119.24,"('Yangzhou', 'China')",Yangzhou,China
32.24,118.75,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.24,118.76,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.25,118.76,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.25,119.23,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.25,120.24,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.26,106.02,"('Guangyuan', 'China')",Guangyuan,China
32.26,111.62,"('Xiangyang Shi', 'China')",Xiangyang Shi,China
32.26,111.63,"('Xiangyang', 'China')",Xiangyang,China
32.26,112.23,"('Xiangyang', 'China')",Xiangyang,China
32.26,120.66,"('Nantong', 'China')",Nantong,China
32.27,110.09,"('Shiyan', 'China')",Shiyan,China
32.27,119.75,"('Zhenjiang', 'China')",Zhenjiang,China
32.28,114.02,"('Xinyang', 'China')",Xinyang,China
32.28,119.16,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.28,119.87,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.28,120.42,"('Nantong', 'China')",Nantong,China
32.29,105.53,"('Guangyuan', 'China')",Guangyuan,China
32.29,119.14,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.29,119.86,"('Taizhou', 'China')",Taizhou,China
32.3,119.39,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.31,112.37,"('Xiangyang', 'China')",Xiangyang,China
32.31,118.81,"('Nanjing', 'China')",Nanjing,China
32.31,118.86,"('Nanjing', 'China')",Nanjing,China
32.31,119.28,"('Yangzhou', 'China')",Yangzhou,China
32.31,119.88,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.31,121.18,"('Nantong Shi', 'China')",Nantong Shi,China
32.32,119.89,"('Taizhou', 'China')",Taizhou,China
32.32,120.4,"('Nantong', 'China')",Nantong,China
32.32,120.62,"('Nantong', 'China')",Nantong,China
32.32,120.65,"('Nantong', 'China')",Nantong,China
32.32,121.03,"('Nantong', 'China')",Nantong,China
32.33,119.43,"('Yangzhou', 'China')",Yangzhou,China
32.33,121.16,"('Nantong', 'China')",Nantong,China
32.34,106.83,"('Bazhong', 'China')",Bazhong,China
32.34,116.27,"(""Lu'an"", 'China')",Lu'an,China
32.34,116.28,"(""Lu'an"", 'China')",Lu'an,China
32.34,118.37,"('Chuzhou', 'China')",Chuzhou,China
32.34,118.38,"('Chuzhou Shi', 'China')",Chuzhou Shi,China
32.36,106.85,"('Bazhong', 'China')",Bazhong,China
32.36,119.39,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.37,118.85,"('Nanjing', 'China')",Nanjing,China
32.37,119.39,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.37,119.43,"('Yangzhou', 'China')",Yangzhou,China
32.37,120.24,"('Taizhou', 'China')",Taizhou,China
32.39,104.52,"('Mianyang', 'China')",Mianyang,China
32.39,119.34,"('Yangzhou', 'China')",Yangzhou,China
32.39,119.35,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.39,119.39,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.39,119.42,"('Yangzhou', 'China')",Yangzhou,China
32.39,119.44,"('Yangzhou', 'China')",Yangzhou,China
32.39,119.45,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.39,119.48,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.39,119.51,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.4,119.42,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.4,119.43,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.4,119.44,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.4,119.46,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.4,120.55,"('Nantong Shi', 'China')",Nantong Shi,China
32.41,119.43,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.42,105.83,"('Guangyuan Shi', 'China')",Guangyuan Shi,China
32.42,118.93,"('Nanjing Shi', 'China')",Nanjing Shi,China
32.42,119.16,"('Yangzhou', 'China')",Yangzhou,China
32.42,120.54,"('Nantong Shi', 'China')",Nantong Shi,China
32.43,105.85,"('Guangyuan Shi', 'China')",Guangyuan Shi,China
32.43,118.42,"('Chuzhou Shi', 'China')",Chuzhou Shi,China
32.43,118.43,"('Chuzhou Shi', 'China')",Chuzhou Shi,China
32.43,119.13,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.43,119.15,"('Yangzhou', 'China')",Yangzhou,China
32.43,119.17,"('Yangzhou', 'China')",Yangzhou,China
32.43,119.58,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.43,120.54,"('Nantong Shi', 'China')",Nantong Shi,China
32.43,120.55,"('Nantong', 'China')",Nantong,China
32.44,105.84,"('Guangyuan Shi', 'China')",Guangyuan Shi,China
32.44,105.85,"('Guangyuan Shi', 'China')",Guangyuan Shi,China
32.44,115.39,"('Xinyang', 'China')",Xinyang,China
32.44,119.12,"('Yangzhou', 'China')",Yangzhou,China
32.44,119.48,"('Yangzhou', 'China')",Yangzhou,China
32.44,119.55,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.44,120.43,"('Nantong Shi', 'China')",Nantong Shi,China
32.45,119.54,"('Yangzhou', 'China')",Yangzhou,China
32.45,119.94,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.46,118.42,"('Chuzhou', 'China')",Chuzhou,China
32.47,117.16,"('Hefei Shi', 'China')",Hefei Shi,China
32.48,117.16,"('Hefei Shi', 'China')",Hefei Shi,China
32.48,119.85,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.49,119.93,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.49,120.15,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.49,120.47,"('Nantong', 'China')",Nantong,China
32.5,119.9,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.5,119.95,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.5,119.98,"('Taizhou', 'China')",Taizhou,China
32.5,119.99,"('Taizhou Shi', 'China')",Taizhou Shi,China
32.51,111.08,"('Shiyan', 'China')",Shiyan,China
32.51,120.07,"('Taizhou', 'China')",Taizhou,China
32.53,117.68,"('Chuzhou Shi', 'China')",Chuzhou Shi,China
32.53,117.69,"('Chuzhou Shi', 'China')",Chuzhou Shi,China
32.53,120.43,"('Nantong Shi', 'China')",Nantong Shi,China
32.53,120.45,"('Nantong Shi', 'China')",Nantong Shi,China
32.54,108.97,"('Ankang', 'China')",Ankang,China
32.54,120.48,"('Nantong', 'China')",Nantong,China
32.55,119.78,"('Yangzhou', 'China')",Yangzhou,China
32.55,120.45,"('Nantong Shi', 'China')",Nantong Shi,China
32.55,120.48,"('Nantong Shi', 'China')",Nantong Shi,China
32.56,119.67,"('Yangzhou', 'China')",Yangzhou,China
32.56,120.22,"('Taizhou', 'China')",Taizhou,China
32.56,120.24,"('Taizhou', 'China')",Taizhou,China
32.57,120.48,"('Nantong Shi', 'China')",Nantong Shi,China
32.58,116.79,"(""Lu'an"", 'China')",Lu'an,China
32.59,110.8,"('Shiyan Shi', 'China')",Shiyan Shi,China
32.59,119.3,"('Yangzhou', 'China')",Yangzhou,China
32.61,110.78,"('Shiyan Shi', 'China')",Shiyan Shi,China
